Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,avg_commute_min,occupied_units,no_veh,percent_no_veh,workers_over16,public_transport,ratio_pub_trans
06037300200,14000US06037300200,Census Tract 3002,"Census Tract 3002, Los Angeles County, California",06,037,300200,30,1853,87,0.05,2446,4,0.00
06037300301,14000US06037300301,Census Tract 3003.01,"Census Tract 3003.01, Los Angeles County, California",06,037,300301,34,2067,56,0.03,3133,54,0.02
06037300400,14000US06037300400,Census Tract 3004,"Census Tract 3004, Los Angeles County, California",06,037,300400,30,2011,13,0.01,3097,0,0.00
06037300501,14000US06037300501,Census Tract 3005.01,"Census Tract 3005.01, Los Angeles County, California",06,037,300501,33,1044,13,0.01,1554,12,0.01
06037300502,14000US06037300502,Census Tract 3005.02,"Census Tract 3005.02, Los Angeles County, California",06,037,300502,31,2290,73,0.03,3095,65,0.02
06037300600,14000US06037300600,Census Tract 3006,"Census Tract 3006, Los Angeles County, California",06,037,300600,31,3496,410,0.12,4505,153,0.03
06037300701,14000US06037300701,Census Tract 3007.01,"Census Tract 3007.01, Los Angeles County, California",06,037,300701,26,2128,101,0.05,2813,15,0.01
06037300702,14000US06037300702,Census Tract 3007.02,"Census Tract 3007.02, Los Angeles County, California",06,037,300702,30,1918,83,0.04,2312,65,0.03
06037300800,14000US06037300800,Census Tract 3008,"Census Tract 3008, Los Angeles County, California",06,037,300800,29,2762,57,0.02,3521,133,0.04
06037300901,14000US06037300901,Census Tract 3009.01,"Census Tract 3009.01, Los Angeles County, California",06,037,300901,26,2144,74,0.03,2575,0,0.00
06037300902,14000US06037300902,Census Tract 3009.02,"Census Tract 3009.02, Los Angeles County, California",06,037,300902,30,728,0,0,932,22,0.02
06037301000,14000US06037301000,Census Tract 3010,"Census Tract 3010, Los Angeles County, California",06,037,301000,30,2108,200,0.09,2361,86,0.04
06037301100,14000US06037301100,Census Tract 3011,"Census Tract 3011, Los Angeles County, California",06,037,301100,30,2800,285,0.1,3563,73,0.02
06037301203,14000US06037301203,Census Tract 3012.03,"Census Tract 3012.03, Los Angeles County, California",06,037,301203,32,1887,165,0.09,2161,74,0.03
06037301204,14000US06037301204,Census Tract 3012.04,"Census Tract 3012.04, Los Angeles County, California",06,037,301204,29,2130,219,0.1,3053,79,0.03
06037301205,14000US06037301205,Census Tract 3012.05,"Census Tract 3012.05, Los Angeles County, California",06,037,301205,27,741,39,0.05,1002,40,0.04
06037301206,14000US06037301206,Census Tract 3012.06,"Census Tract 3012.06, Los Angeles County, California",06,037,301206,32,1855,167,0.09,2048,123,0.06
06037301300,14000US06037301300,Census Tract 3013,"Census Tract 3013, Los Angeles County, California",06,037,301300,29,700,27,0.04,866,12,0.01
06037301400,14000US06037301400,Census Tract 3014,"Census Tract 3014, Los Angeles County, California",06,037,301400,25,1274,23,0.02,1929,0,0.00
06037301501,14000US06037301501,Census Tract 3015.01,"Census Tract 3015.01, Los Angeles County, California",06,037,301501,30,566,52,0.09,1031,16,0.02
06037301502,14000US06037301502,Census Tract 3015.02,"Census Tract 3015.02, Los Angeles County, California",06,037,301502,27,2483,465,0.19,2879,46,0.02
06037301601,14000US06037301601,Census Tract 3016.01,"Census Tract 3016.01, Los Angeles County, California",06,037,301601,24,2374,590,0.25,3128,143,0.05
06037301602,14000US06037301602,Census Tract 3016.02,"Census Tract 3016.02, Los Angeles County, California",06,037,301602,24,1615,52,0.03,2160,34,0.02
06037301701,14000US06037301701,Census Tract 3017.01,"Census Tract 3017.01, Los Angeles County, California",06,037,301701,23,1099,141,0.13,1631,111,0.07
06037301702,14000US06037301702,Census Tract 3017.02,"Census Tract 3017.02, Los Angeles County, California",06,037,301702,28,2061,262,0.13,2657,29,0.01
06037301801,14000US06037301801,Census Tract 3018.01,"Census Tract 3018.01, Los Angeles County, California",06,037,301801,27,1997,148,0.07,2804,131,0.05
06037301802,14000US06037301802,Census Tract 3018.02,"Census Tract 3018.02, Los Angeles County, California",06,037,301802,30,1740,196,0.11,2195,127,0.06
06037301900,14000US06037301900,Census Tract 3019,"Census Tract 3019, Los Angeles County, California",06,037,301900,27,3239,311,0.1,3730,134,0.04
06037302002,14000US06037302002,Census Tract 3020.02,"Census Tract 3020.02, Los Angeles County, California",06,037,302002,28,1704,311,0.18,1772,134,0.08
06037302003,14000US06037302003,Census Tract 3020.03,"Census Tract 3020.03, Los Angeles County, California",06,037,302003,29,1409,240,0.17,1768,92,0.05
06037302004,14000US06037302004,Census Tract 3020.04,"Census Tract 3020.04, Los Angeles County, California",06,037,302004,31,1620,170,0.1,1921,50,0.03
06037302102,14000US06037302102,Census Tract 3021.02,"Census Tract 3021.02, Los Angeles County, California",06,037,302102,31,2564,289,0.11,3226,66,0.02
06037302103,14000US06037302103,Census Tract 3021.03,"Census Tract 3021.03, Los Angeles County, California",06,037,302103,31,1950,331,0.17,2672,261,0.10
06037302104,14000US06037302104,Census Tract 3021.04,"Census Tract 3021.04, Los Angeles County, California",06,037,302104,28,1430,187,0.13,2001,107,0.05
06037302201,14000US06037302201,Census Tract 3022.01,"Census Tract 3022.01, Los Angeles County, California",06,037,302201,27,1776,629,0.35,1569,110,0.07
06037302202,14000US06037302202,Census Tract 3022.02,"Census Tract 3022.02, Los Angeles County, California",06,037,302202,25,1958,486,0.25,2475,156,0.06
06037302301,14000US06037302301,Census Tract 3023.01,"Census Tract 3023.01, Los Angeles County, California",06,037,302301,25,1439,106,0.07,1934,148,0.08
06037302302,14000US06037302302,Census Tract 3023.02,"Census Tract 3023.02, Los Angeles County, California",06,037,302302,31,1939,365,0.19,2801,154,0.05
06037302401,14000US06037302401,Census Tract 3024.01,"Census Tract 3024.01, Los Angeles County, California",06,037,302401,26,2349,543,0.23,2866,105,0.04
06037302503,14000US06037302503,Census Tract 3025.03,"Census Tract 3025.03, Los Angeles County, California",06,037,302503,27,1397,301,0.22,1917,58,0.03
06037302504,14000US06037302504,Census Tract 3025.04,"Census Tract 3025.04, Los Angeles County, California",06,037,302504,32,1497,266,0.18,1822,108,0.06
06037302505,14000US06037302505,Census Tract 3025.05,"Census Tract 3025.05, Los Angeles County, California",06,037,302505,34,1531,286,0.19,1739,195,0.11
06037302506,14000US06037302506,Census Tract 3025.06,"Census Tract 3025.06, Los Angeles County, California",06,037,302506,26,1385,211,0.15,1740,69,0.04
06037310100,14000US06037310100,Census Tract 3101,"Census Tract 3101, Los Angeles County, California",06,037,310100,33,1948,0,0,2582,0,0.00
06037310201,14000US06037310201,Census Tract 3102.01,"Census Tract 3102.01, Los Angeles County, California",06,037,310201,27,2044,137,0.07,2693,11,0.00
06037310202,14000US06037310202,Census Tract 3102.02,"Census Tract 3102.02, Los Angeles County, California",06,037,310202,29,1793,118,0.07,2749,7,0.00
06037310300,14000US06037310300,Census Tract 3103,"Census Tract 3103, Los Angeles County, California",06,037,310300,29,1042,0,0,1360,45,0.03
06037310400,14000US06037310400,Census Tract 3104,"Census Tract 3104, Los Angeles County, California",06,037,310400,32,1217,43,0.04,1622,45,0.03
06037310501,14000US06037310501,Census Tract 3105.01,"Census Tract 3105.01, Los Angeles County, California",06,037,310501,28,1379,149,0.11,2295,105,0.05
06037310601,14000US06037310601,Census Tract 3106.01,"Census Tract 3106.01, Los Angeles County, California",06,037,310601,25,2363,172,0.07,2776,58,0.02
06037310602,14000US06037310602,Census Tract 3106.02,"Census Tract 3106.02, Los Angeles County, California",06,037,310602,32,1066,50,0.05,1564,9,0.01
06037310701,14000US06037310701,Census Tract 3107.01,"Census Tract 3107.01, Los Angeles County, California",06,037,310701,27,1117,272,0.24,1116,32,0.03
06037310702,14000US06037310702,Census Tract 3107.02,"Census Tract 3107.02, Los Angeles County, California",06,037,310702,30,3373,806,0.24,3776,102,0.03
06037310703,14000US06037310703,Census Tract 3107.03,"Census Tract 3107.03, Los Angeles County, California",06,037,310703,27,2003,377,0.19,1917,16,0.01
06037310800,14000US06037310800,Census Tract 3108,"Census Tract 3108, Los Angeles County, California",06,037,310800,30,1986,223,0.11,2496,33,0.01
06037310900,14000US06037310900,Census Tract 3109,"Census Tract 3109, Los Angeles County, California",06,037,310900,30,2419,112,0.05,3116,51,0.02
06037311000,14000US06037311000,Census Tract 3110,"Census Tract 3110, Los Angeles County, California",06,037,311000,32,1373,55,0.04,1822,84,0.05
06037311100,14000US06037311100,Census Tract 3111,"Census Tract 3111, Los Angeles County, California",06,037,311100,28,1327,47,0.04,1990,183,0.09
06037311200,14000US06037311200,Census Tract 3112,"Census Tract 3112, Los Angeles County, California",06,037,311200,27,1278,38,0.03,1695,45,0.03
06037311300,14000US06037311300,Census Tract 3113,"Census Tract 3113, Los Angeles County, California",06,037,311300,29,1488,84,0.06,2163,101,0.05
06037311400,14000US06037311400,Census Tract 3114,"Census Tract 3114, Los Angeles County, California",06,037,311400,29,973,16,0.02,1174,36,0.03
06037311500,14000US06037311500,Census Tract 3115,"Census Tract 3115, Los Angeles County, California",06,037,311500,29,2428,104,0.04,3042,12,0.00
06037311600,14000US06037311600,Census Tract 3116,"Census Tract 3116, Los Angeles County, California",06,037,311600,30,3575,292,0.08,4098,230,0.06
06037311700,14000US06037311700,Census Tract 3117,"Census Tract 3117, Los Angeles County, California",06,037,311700,23,2582,132,0.05,3235,15,0.00
06037311801,14000US06037311801,Census Tract 3118.01,"Census Tract 3118.01, Los Angeles County, California",06,037,311801,25,1263,113,0.09,1761,22,0.01
06037311802,14000US06037311802,Census Tract 3118.02,"Census Tract 3118.02, Los Angeles County, California",06,037,311802,24,1468,145,0.1,2012,74,0.04
06037320000,14000US06037320000,Census Tract 3200,"Census Tract 3200, Los Angeles County, California",06,037,320000,,0,0,#DIV/0!,0,0,#DIV/0!
06037320100,14000US06037320100,Census Tract 3201,"Census Tract 3201, Los Angeles County, California",06,037,320100,32,1795,43,0.02,3440,253,0.07
06037320201,14000US06037320201,Census Tract 3202.01,"Census Tract 3202.01, Los Angeles County, California",06,037,320201,24,1361,65,0.05,1969,96,0.05
06037320202,14000US06037320202,Census Tract 3202.02,"Census Tract 3202.02, Los Angeles County, California",06,037,320202,27,1489,66,0.04,2807,85,0.03
06037320300,14000US06037320300,Census Tract 3203,"Census Tract 3203, Los Angeles County, California",06,037,320300,33,1906,144,0.08,2860,124,0.04
06037400204,14000US06037400204,Census Tract 4002.04,"Census Tract 4002.04, Los Angeles County, California",06,037,400204,33,2072,33,0.02,2532,66,0.03
06037400205,14000US06037400205,Census Tract 4002.05,"Census Tract 4002.05, Los Angeles County, California",06,037,400205,35,973,9,0.01,1249,47,0.04
06037400206,14000US06037400206,Census Tract 4002.06,"Census Tract 4002.06, Los Angeles County, California",06,037,400206,31,1795,38,0.02,2463,146,0.06
06037400207,14000US06037400207,Census Tract 4002.07,"Census Tract 4002.07, Los Angeles County, California",06,037,400207,36,1454,0,0,2297,84,0.04
06037400302,14000US06037400302,Census Tract 4003.02,"Census Tract 4003.02, Los Angeles County, California",06,037,400302,33,1137,95,0.08,1254,10,0.01
06037400304,14000US06037400304,Census Tract 4003.04,"Census Tract 4003.04, Los Angeles County, California",06,037,400304,28,2563,73,0.03,3465,43,0.01
06037400402,14000US06037400402,Census Tract 4004.02,"Census Tract 4004.02, Los Angeles County, California",06,037,400402,32,1413,54,0.04,2182,60,0.03
06037400403,14000US06037400403,Census Tract 4004.03,"Census Tract 4004.03, Los Angeles County, California",06,037,400403,33,1338,46,0.03,2050,25,0.01
06037400404,14000US06037400404,Census Tract 4004.04,"Census Tract 4004.04, Los Angeles County, California",06,037,400404,38,1472,12,0.01,1966,25,0.01
06037400501,14000US06037400501,Census Tract 4005.01,"Census Tract 4005.01, Los Angeles County, California",06,037,400501,29,696,16,0.02,974,16,0.02
06037400602,14000US06037400602,Census Tract 4006.02,"Census Tract 4006.02, Los Angeles County, California",06,037,400602,33,1281,64,0.05,2138,24,0.01
06037400603,14000US06037400603,Census Tract 4006.03,"Census Tract 4006.03, Los Angeles County, California",06,037,400603,35,1709,17,0.01,2628,40,0.02
06037400604,14000US06037400604,Census Tract 4006.04,"Census Tract 4006.04, Los Angeles County, California",06,037,400604,30,1159,61,0.05,2005,95,0.05
06037400800,14000US06037400800,Census Tract 4008,"Census Tract 4008, Los Angeles County, California",06,037,400800,21,1068,34,0.03,2952,62,0.02
06037400900,14000US06037400900,Census Tract 4009,"Census Tract 4009, Los Angeles County, California",06,037,400900,34,1450,32,0.02,2071,199,0.10
06037401001,14000US06037401001,Census Tract 4010.01,"Census Tract 4010.01, Los Angeles County, California",06,037,401001,29,1024,15,0.01,1528,29,0.02
06037401002,14000US06037401002,Census Tract 4010.02,"Census Tract 4010.02, Los Angeles County, California",06,037,401002,33,1536,132,0.09,1706,28,0.02
06037401101,14000US06037401101,Census Tract 4011.01,"Census Tract 4011.01, Los Angeles County, California",06,037,401101,32,1985,191,0.1,2334,55,0.02
06037401102,14000US06037401102,Census Tract 4011.02,"Census Tract 4011.02, Los Angeles County, California",06,037,401102,28,1186,78,0.07,1685,38,0.02
06037401201,14000US06037401201,Census Tract 4012.01,"Census Tract 4012.01, Los Angeles County, California",06,037,401201,33,996,52,0.05,1445,58,0.04
06037401202,14000US06037401202,Census Tract 4012.02,"Census Tract 4012.02, Los Angeles County, California",06,037,401202,39,1344,59,0.04,2141,76,0.04
06037401203,14000US06037401203,Census Tract 4012.03,"Census Tract 4012.03, Los Angeles County, California",06,037,401203,34,1694,0,0,2527,97,0.04
06037401303,14000US06037401303,Census Tract 4013.03,"Census Tract 4013.03, Los Angeles County, California",06,037,401303,43,704,13,0.02,1092,76,0.07
06037401304,14000US06037401304,Census Tract 4013.04,"Census Tract 4013.04, Los Angeles County, California",06,037,401304,34,1850,46,0.02,3083,92,0.03
06037401311,14000US06037401311,Census Tract 4013.11,"Census Tract 4013.11, Los Angeles County, California",06,037,401311,35,2119,120,0.06,3029,71,0.02
06037401312,14000US06037401312,Census Tract 4013.12,"Census Tract 4013.12, Los Angeles County, California",06,037,401312,30,1938,243,0.13,2351,61,0.03
06037401500,14000US06037401500,Census Tract 4015,"Census Tract 4015, Los Angeles County, California",06,037,401500,27,1853,118,0.06,2875,105,0.04
06037401601,14000US06037401601,Census Tract 4016.01,"Census Tract 4016.01, Los Angeles County, California",06,037,401601,29,2185,235,0.11,2323,68,0.03
06037401602,14000US06037401602,Census Tract 4016.02,"Census Tract 4016.02, Los Angeles County, California",06,037,401602,33,1942,89,0.05,2909,106,0.04
06037401603,14000US06037401603,Census Tract 4016.03,"Census Tract 4016.03, Los Angeles County, California",06,037,401603,33,1282,109,0.09,978,20,0.02
06037401701,14000US06037401701,Census Tract 4017.01,"Census Tract 4017.01, Los Angeles County, California",06,037,401701,33,1676,188,0.11,2234,106,0.05
06037401703,14000US06037401703,Census Tract 4017.03,"Census Tract 4017.03, Los Angeles County, California",06,037,401703,38,1479,136,0.09,2145,42,0.02
06037401704,14000US06037401704,Census Tract 4017.04,"Census Tract 4017.04, Los Angeles County, California",06,037,401704,29,2008,230,0.11,2977,69,0.02
06037401800,14000US06037401800,Census Tract 4018,"Census Tract 4018, Los Angeles County, California",06,037,401800,24,2750,130,0.05,3791,89,0.02
06037401901,14000US06037401901,Census Tract 4019.01,"Census Tract 4019.01, Los Angeles County, California",06,037,401901,12,114,0,0,1709,36,0.02
06037401902,14000US06037401902,Census Tract 4019.02,"Census Tract 4019.02, Los Angeles County, California",06,037,401902,27,2639,232,0.09,2691,73,0.03
06037402001,14000US06037402001,Census Tract 4020.01,"Census Tract 4020.01, Los Angeles County, California",06,037,402001,32,1106,41,0.04,1807,104,0.06
06037402002,14000US06037402002,Census Tract 4020.02,"Census Tract 4020.02, Los Angeles County, California",06,037,402002,28,1551,189,0.12,1560,58,0.04
06037402101,14000US06037402101,Census Tract 4021.01,"Census Tract 4021.01, Los Angeles County, California",06,037,402101,32,1071,17,0.02,2556,63,0.02
06037402102,14000US06037402102,Census Tract 4021.02,"Census Tract 4021.02, Los Angeles County, California",06,037,402102,28,1208,54,0.04,2063,29,0.01
06037402200,14000US06037402200,Census Tract 4022,"Census Tract 4022, Los Angeles County, California",06,037,402200,30,2045,98,0.05,2969,53,0.02
06037402301,14000US06037402301,Census Tract 4023.01,"Census Tract 4023.01, Los Angeles County, California",06,037,402301,34,1308,77,0.06,2309,61,0.03
06037402303,14000US06037402303,Census Tract 4023.03,"Census Tract 4023.03, Los Angeles County, California",06,037,402303,31,1105,115,0.1,1835,50,0.03
06037402304,14000US06037402304,Census Tract 4023.04,"Census Tract 4023.04, Los Angeles County, California",06,037,402304,25,951,135,0.14,1842,65,0.04
06037402402,14000US06037402402,Census Tract 4024.02,"Census Tract 4024.02, Los Angeles County, California",06,037,402402,35,1848,65,0.04,2794,13,0.00
06037402403,14000US06037402403,Census Tract 4024.03,"Census Tract 4024.03, Los Angeles County, California",06,037,402403,31,987,48,0.05,2233,70,0.03
06037402404,14000US06037402404,Census Tract 4024.04,"Census Tract 4024.04, Los Angeles County, California",06,037,402404,12,5,0,0,413,13,0.03
06037402405,14000US06037402405,Census Tract 4024.05,"Census Tract 4024.05, Los Angeles County, California",06,037,402405,34,637,12,0.02,1220,38,0.03
06037402406,14000US06037402406,Census Tract 4024.06,"Census Tract 4024.06, Los Angeles County, California",06,037,402406,32,1217,41,0.03,2243,23,0.01
06037402501,14000US06037402501,Census Tract 4025.01,"Census Tract 4025.01, Los Angeles County, California",06,037,402501,28,1300,147,0.11,2177,85,0.04
06037402502,14000US06037402502,Census Tract 4025.02,"Census Tract 4025.02, Los Angeles County, California",06,037,402502,28,1752,124,0.07,2721,46,0.02
06037402600,14000US06037402600,Census Tract 4026,"Census Tract 4026, Los Angeles County, California",06,037,402600,27,2388,312,0.13,3351,21,0.01
06037402702,14000US06037402702,Census Tract 4027.02,"Census Tract 4027.02, Los Angeles County, California",06,037,402702,29,1610,181,0.11,2416,158,0.07
06037402703,14000US06037402703,Census Tract 4027.03,"Census Tract 4027.03, Los Angeles County, California",06,037,402703,31,1295,34,0.03,2317,89,0.04
06037402705,14000US06037402705,Census Tract 4027.05,"Census Tract 4027.05, Los Angeles County, California",06,037,402705,32,856,15,0.02,1517,43,0.03
06037402706,14000US06037402706,Census Tract 4027.06,"Census Tract 4027.06, Los Angeles County, California",06,037,402706,31,981,71,0.07,1844,46,0.02
06037402801,14000US06037402801,Census Tract 4028.01,"Census Tract 4028.01, Los Angeles County, California",06,037,402801,29,1119,125,0.11,2058,115,0.06
06037402803,14000US06037402803,Census Tract 4028.03,"Census Tract 4028.03, Los Angeles County, California",06,037,402803,29,722,46,0.06,1403,54,0.04
06037402804,14000US06037402804,Census Tract 4028.04,"Census Tract 4028.04, Los Angeles County, California",06,037,402804,35,948,55,0.06,1795,38,0.02
06037402902,14000US06037402902,Census Tract 4029.02,"Census Tract 4029.02, Los Angeles County, California",06,037,402902,31,1492,131,0.09,2972,47,0.02
06037402903,14000US06037402903,Census Tract 4029.03,"Census Tract 4029.03, Los Angeles County, California",06,037,402903,32,992,59,0.06,1803,8,0.00
06037402904,14000US06037402904,Census Tract 4029.04,"Census Tract 4029.04, Los Angeles County, California",06,037,402904,32,805,27,0.03,1807,33,0.02
06037403000,14000US06037403000,Census Tract 4030,"Census Tract 4030, Los Angeles County, California",06,037,403000,28,1505,51,0.03,2955,45,0.02
06037403200,14000US06037403200,Census Tract 4032,"Census Tract 4032, Los Angeles County, California",06,037,403200,,0,0,#DIV/0!,58,24,0.41
06037403303,14000US06037403303,Census Tract 4033.03,"Census Tract 4033.03, Los Angeles County, California",06,037,403303,31,767,33,0.04,1258,22,0.02
06037403304,14000US06037403304,Census Tract 4033.04,"Census Tract 4033.04, Los Angeles County, California",06,037,403304,34,1610,67,0.04,2201,70,0.03
06037403305,14000US06037403305,Census Tract 4033.05,"Census Tract 4033.05, Los Angeles County, California",06,037,403305,40,692,5,0.01,1096,29,0.03
06037403312,14000US06037403312,Census Tract 4033.12,"Census Tract 4033.12, Los Angeles County, California",06,037,403312,33,1581,31,0.02,2317,46,0.02
06037403316,14000US06037403316,Census Tract 4033.16,"Census Tract 4033.16, Los Angeles County, California",06,037,403316,34,2318,124,0.05,3487,54,0.02
06037403317,14000US06037403317,Census Tract 4033.17,"Census Tract 4033.17, Los Angeles County, California",06,037,403317,34,1448,23,0.02,2244,94,0.04
06037403318,14000US06037403318,Census Tract 4033.18,"Census Tract 4033.18, Los Angeles County, California",06,037,403318,33,1966,13,0.01,3128,112,0.04
06037403319,14000US06037403319,Census Tract 4033.19,"Census Tract 4033.19, Los Angeles County, California",06,037,403319,39,1544,58,0.04,1881,98,0.05
06037403320,14000US06037403320,Census Tract 4033.20,"Census Tract 4033.20, Los Angeles County, California",06,037,403320,38,1581,8,0.01,2487,64,0.03
06037403321,14000US06037403321,Census Tract 4033.21,"Census Tract 4033.21, Los Angeles County, California",06,037,403321,43,1893,35,0.02,2881,65,0.02
06037403322,14000US06037403322,Census Tract 4033.22,"Census Tract 4033.22, Los Angeles County, California",06,037,403322,31,1226,38,0.03,1836,62,0.03
06037403323,14000US06037403323,Census Tract 4033.23,"Census Tract 4033.23, Los Angeles County, California",06,037,403323,37,1745,4,0,2449,121,0.05
06037403324,14000US06037403324,Census Tract 4033.24,"Census Tract 4033.24, Los Angeles County, California",06,037,403324,33,2084,55,0.03,3537,142,0.04
06037403325,14000US06037403325,Census Tract 4033.25,"Census Tract 4033.25, Los Angeles County, California",06,037,403325,36,1610,19,0.01,2463,33,0.01
06037403401,14000US06037403401,Census Tract 4034.01,"Census Tract 4034.01, Los Angeles County, California",06,037,403401,37,1578,19,0.01,2479,39,0.02
06037403402,14000US06037403402,Census Tract 4034.02,"Census Tract 4034.02, Los Angeles County, California",06,037,403402,34,1056,42,0.04,1812,63,0.03
06037403403,14000US06037403403,Census Tract 4034.03,"Census Tract 4034.03, Los Angeles County, California",06,037,403403,36,1556,6,0,2375,48,0.02
06037403404,14000US06037403404,Census Tract 4034.04,"Census Tract 4034.04, Los Angeles County, California",06,037,403404,35,738,14,0.02,1074,22,0.02
06037403405,14000US06037403405,Census Tract 4034.05,"Census Tract 4034.05, Los Angeles County, California",06,037,403405,39,535,12,0.02,812,44,0.05
06037403406,14000US06037403406,Census Tract 4034.06,"Census Tract 4034.06, Los Angeles County, California",06,037,403406,37,901,34,0.04,1350,30,0.02
06037403407,14000US06037403407,Census Tract 4034.07,"Census Tract 4034.07, Los Angeles County, California",06,037,403407,33,718,8,0.01,980,6,0.01
06037403408,14000US06037403408,Census Tract 4034.08,"Census Tract 4034.08, Los Angeles County, California",06,037,403408,40,1956,62,0.03,3118,205,0.07
06037403500,14000US06037403500,Census Tract 4035,"Census Tract 4035, Los Angeles County, California",06,037,403500,35,548,73,0.13,734,30,0.04
06037403600,14000US06037403600,Census Tract 4036,"Census Tract 4036, Los Angeles County, California",06,037,403600,35,2202,26,0.01,3212,172,0.05
06037403702,14000US06037403702,Census Tract 4037.02,"Census Tract 4037.02, Los Angeles County, California",06,037,403702,36,1083,28,0.03,1620,8,0.00
06037403703,14000US06037403703,Census Tract 4037.03,"Census Tract 4037.03, Los Angeles County, California",06,037,403703,32,1552,146,0.09,2127,36,0.02
06037403721,14000US06037403721,Census Tract 4037.21,"Census Tract 4037.21, Los Angeles County, California",06,037,403721,39,1534,108,0.07,2327,99,0.04
06037403722,14000US06037403722,Census Tract 4037.22,"Census Tract 4037.22, Los Angeles County, California",06,037,403722,34,1723,69,0.04,2531,184,0.07
06037403801,14000US06037403801,Census Tract 4038.01,"Census Tract 4038.01, Los Angeles County, California",06,037,403801,35,1924,41,0.02,2935,104,0.04
06037403802,14000US06037403802,Census Tract 4038.02,"Census Tract 4038.02, Los Angeles County, California",06,037,403802,36,1878,56,0.03,3034,94,0.03
06037403901,14000US06037403901,Census Tract 4039.01,"Census Tract 4039.01, Los Angeles County, California",06,037,403901,33,913,33,0.04,1631,52,0.03
06037403902,14000US06037403902,Census Tract 4039.02,"Census Tract 4039.02, Los Angeles County, California",06,037,403902,37,1512,11,0.01,2297,67,0.03
06037404000,14000US06037404000,Census Tract 4040,"Census Tract 4040, Los Angeles County, California",06,037,404000,27,1296,111,0.09,2395,86,0.04
06037404100,14000US06037404100,Census Tract 4041,"Census Tract 4041, Los Angeles County, California",06,037,404100,29,1467,8,0.01,3171,48,0.02
06037404201,14000US06037404201,Census Tract 4042.01,"Census Tract 4042.01, Los Angeles County, California",06,037,404201,29,991,35,0.04,1539,56,0.04
06037404202,14000US06037404202,Census Tract 4042.02,"Census Tract 4042.02, Los Angeles County, California",06,037,404202,23,735,43,0.06,1909,58,0.03
06037404301,14000US06037404301,Census Tract 4043.01,"Census Tract 4043.01, Los Angeles County, California",06,037,404301,24,1397,70,0.05,2457,117,0.05
06037404302,14000US06037404302,Census Tract 4043.02,"Census Tract 4043.02, Los Angeles County, California",06,037,404302,31,572,25,0.04,1086,35,0.03
06037404401,14000US06037404401,Census Tract 4044.01,"Census Tract 4044.01, Los Angeles County, California",06,037,404401,30,948,35,0.04,1764,29,0.02
06037404402,14000US06037404402,Census Tract 4044.02,"Census Tract 4044.02, Los Angeles County, California",06,037,404402,30,1086,34,0.03,2089,31,0.01
06037404501,14000US06037404501,Census Tract 4045.01,"Census Tract 4045.01, Los Angeles County, California",06,037,404501,29,638,24,0.04,1207,51,0.04
06037404503,14000US06037404503,Census Tract 4045.03,"Census Tract 4045.03, Los Angeles County, California",06,037,404503,31,728,4,0.01,1286,45,0.03
06037404504,14000US06037404504,Census Tract 4045.04,"Census Tract 4045.04, Los Angeles County, California",06,037,404504,27,1303,125,0.1,2316,55,0.02
06037404600,14000US06037404600,Census Tract 4046,"Census Tract 4046, Los Angeles County, California",06,037,404600,26,381,21,0.06,615,10,0.02
06037404701,14000US06037404701,Census Tract 4047.01,"Census Tract 4047.01, Los Angeles County, California",06,037,404701,31,1238,98,0.08,2536,95,0.04
06037404702,14000US06037404702,Census Tract 4047.02,"Census Tract 4047.02, Los Angeles County, California",06,037,404702,33,1399,64,0.05,2644,147,0.06
06037404703,14000US06037404703,Census Tract 4047.03,"Census Tract 4047.03, Los Angeles County, California",06,037,404703,32,744,12,0.02,1240,53,0.04
06037404801,14000US06037404801,Census Tract 4048.01,"Census Tract 4048.01, Los Angeles County, California",06,037,404801,35,1929,83,0.04,3724,167,0.04
06037404802,14000US06037404802,Census Tract 4048.02,"Census Tract 4048.02, Los Angeles County, California",06,037,404802,37,1071,14,0.01,2003,23,0.01
06037404803,14000US06037404803,Census Tract 4048.03,"Census Tract 4048.03, Los Angeles County, California",06,037,404803,30,447,3,0.01,830,70,0.08
06037404901,14000US06037404901,Census Tract 4049.01,"Census Tract 4049.01, Los Angeles County, California",06,037,404901,36,1280,16,0.01,2787,33,0.01
06037404902,14000US06037404902,Census Tract 4049.02,"Census Tract 4049.02, Los Angeles County, California",06,037,404902,32,954,15,0.02,1831,40,0.02
06037404903,14000US06037404903,Census Tract 4049.03,"Census Tract 4049.03, Los Angeles County, California",06,037,404903,31,686,20,0.03,1278,25,0.02
06037405001,14000US06037405001,Census Tract 4050.01,"Census Tract 4050.01, Los Angeles County, California",06,037,405001,33,1322,46,0.03,2853,51,0.02
06037405002,14000US06037405002,Census Tract 4050.02,"Census Tract 4050.02, Los Angeles County, California",06,037,405002,30,667,19,0.03,1340,47,0.04
06037405101,14000US06037405101,Census Tract 4051.01,"Census Tract 4051.01, Los Angeles County, California",06,037,405101,30,1187,29,0.02,2994,107,0.04
06037405102,14000US06037405102,Census Tract 4051.02,"Census Tract 4051.02, Los Angeles County, California",06,037,405102,30,1277,148,0.12,1956,60,0.03
06037405201,14000US06037405201,Census Tract 4052.01,"Census Tract 4052.01, Los Angeles County, California",06,037,405201,28,1313,11,0.01,2200,129,0.06
