Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,avg_commute_min,occupied_units,no_veh,percent_no_veh,workers_over16,public_transport,ratio_pub_trans
06037137401,14000US06037137401,Census Tract 1374.01,"Census Tract 1374.01, Los Angeles County, California",06,037,137401,36,1641,84,0.05,2180,5,0.00
06037137402,14000US06037137402,Census Tract 1374.02,"Census Tract 1374.02, Los Angeles County, California",06,037,137402,36,2041,162,0.08,2018,53,0.03
06037137501,14000US06037137501,Census Tract 1375.01,"Census Tract 1375.01, Los Angeles County, California",06,037,137501,36,1905,77,0.04,2287,76,0.03
06037137502,14000US06037137502,Census Tract 1375.02,"Census Tract 1375.02, Los Angeles County, California",06,037,137502,32,1833,155,0.08,2372,0,0.00
06037137504,14000US06037137504,Census Tract 1375.04,"Census Tract 1375.04, Los Angeles County, California",06,037,137504,33,694,10,0.01,922,36,0.04
06037138000,14000US06037138000,Census Tract 1380,"Census Tract 1380, Los Angeles County, California",06,037,138000,37,1784,19,0.01,2303,17,0.01
06037139001,14000US06037139001,Census Tract 1390.01,"Census Tract 1390.01, Los Angeles County, California",06,037,139001,35,2230,87,0.04,2910,96,0.03
06037139200,14000US06037139200,Census Tract 1392,"Census Tract 1392, Los Angeles County, California",06,037,139200,38,2172,108,0.05,2673,59,0.02
06037139301,14000US06037139301,Census Tract 1393.01,"Census Tract 1393.01, Los Angeles County, California",06,037,139301,33,1568,22,0.01,2450,82,0.03
06037139302,14000US06037139302,Census Tract 1393.02,"Census Tract 1393.02, Los Angeles County, California",06,037,139302,30,1988,236,0.12,2690,301,0.11
06037139303,14000US06037139303,Census Tract 1393.03,"Census Tract 1393.03, Los Angeles County, California",06,037,139303,34,1943,145,0.07,2372,190,0.08
06037139401,14000US06037139401,Census Tract 1394.01,"Census Tract 1394.01, Los Angeles County, California",06,037,139401,34,1313,290,0.22,1358,105,0.08
06037139402,14000US06037139402,Census Tract 1394.02,"Census Tract 1394.02, Los Angeles County, California",06,037,139402,36,920,4,0,1198,38,0.03
06037139502,14000US06037139502,Census Tract 1395.02,"Census Tract 1395.02, Los Angeles County, California",06,037,139502,36,1164,25,0.02,1478,56,0.04
06037139503,14000US06037139503,Census Tract 1395.03,"Census Tract 1395.03, Los Angeles County, California",06,037,139503,34,2700,222,0.08,2951,89,0.03
06037139504,14000US06037139504,Census Tract 1395.04,"Census Tract 1395.04, Los Angeles County, California",06,037,139504,34,1796,143,0.08,2133,64,0.03
06037139600,14000US06037139600,Census Tract 1396,"Census Tract 1396, Los Angeles County, California",06,037,139600,36,2097,70,0.03,2340,14,0.01
06037139701,14000US06037139701,Census Tract 1397.01,"Census Tract 1397.01, Los Angeles County, California",06,037,139701,34,1974,69,0.03,2653,65,0.02
06037139702,14000US06037139702,Census Tract 1397.02,"Census Tract 1397.02, Los Angeles County, California",06,037,139702,33,2200,48,0.02,2589,27,0.01
06037139703,14000US06037139703,Census Tract 1397.03,"Census Tract 1397.03, Los Angeles County, California",06,037,139703,36,968,40,0.04,1162,0,0.00
06037139801,14000US06037139801,Census Tract 1398.01,"Census Tract 1398.01, Los Angeles County, California",06,037,139801,38,1303,10,0.01,1619,0,0.00
06037139802,14000US06037139802,Census Tract 1398.02,"Census Tract 1398.02, Los Angeles County, California",06,037,139802,37,1357,7,0.01,1720,7,0.00
06037141101,14000US06037141101,Census Tract 1411.01,"Census Tract 1411.01, Los Angeles County, California",06,037,141101,33,2310,137,0.06,2722,133,0.05
06037141102,14000US06037141102,Census Tract 1411.02,"Census Tract 1411.02, Los Angeles County, California",06,037,141102,30,1338,56,0.04,1729,44,0.03
06037141201,14000US06037141201,Census Tract 1412.01,"Census Tract 1412.01, Los Angeles County, California",06,037,141201,32,2089,138,0.07,2858,95,0.03
06037141202,14000US06037141202,Census Tract 1412.02,"Census Tract 1412.02, Los Angeles County, California",06,037,141202,30,1404,9,0.01,1538,28,0.02
06037141302,14000US06037141302,Census Tract 1413.02,"Census Tract 1413.02, Los Angeles County, California",06,037,141302,35,2932,148,0.05,3779,146,0.04
06037141303,14000US06037141303,Census Tract 1413.03,"Census Tract 1413.03, Los Angeles County, California",06,037,141303,34,1785,115,0.06,2196,60,0.03
06037141304,14000US06037141304,Census Tract 1413.04,"Census Tract 1413.04, Los Angeles County, California",06,037,141304,29,1486,124,0.08,1731,11,0.01
06037141400,14000US06037141400,Census Tract 1414,"Census Tract 1414, Los Angeles County, California",06,037,141400,30,2036,312,0.15,2375,50,0.02
06037141500,14000US06037141500,Census Tract 1415,"Census Tract 1415, Los Angeles County, California",06,037,141500,30,1077,7,0.01,1336,39,0.03
06037141600,14000US06037141600,Census Tract 1416,"Census Tract 1416, Los Angeles County, California",06,037,141600,33,1622,28,0.02,1977,8,0.00
06037141700,14000US06037141700,Census Tract 1417,"Census Tract 1417, Los Angeles County, California",06,037,141700,37,1197,24,0.02,1547,61,0.04
06037143100,14000US06037143100,Census Tract 1431,"Census Tract 1431, Los Angeles County, California",06,037,143100,28,2238,96,0.04,2924,73,0.02
06037143200,14000US06037143200,Census Tract 1432,"Census Tract 1432, Los Angeles County, California",06,037,143200,36,2083,103,0.05,2659,189,0.07
06037143300,14000US06037143300,Census Tract 1433,"Census Tract 1433, Los Angeles County, California",06,037,143300,29,3113,117,0.04,3712,77,0.02
06037143400,14000US06037143400,Census Tract 1434,"Census Tract 1434, Los Angeles County, California",06,037,143400,34,3008,207,0.07,4094,125,0.03
06037143500,14000US06037143500,Census Tract 1435,"Census Tract 1435, Los Angeles County, California",06,037,143500,33,2310,143,0.06,2848,118,0.04
06037143602,14000US06037143602,Census Tract 1436.02,"Census Tract 1436.02, Los Angeles County, California",06,037,143602,31,2215,116,0.05,2351,30,0.01
06037143603,14000US06037143603,Census Tract 1436.03,"Census Tract 1436.03, Los Angeles County, California",06,037,143603,30,1342,18,0.01,1550,53,0.03
06037143604,14000US06037143604,Census Tract 1436.04,"Census Tract 1436.04, Los Angeles County, California",06,037,143604,28,2111,139,0.07,2230,189,0.08
06037143700,14000US06037143700,Census Tract 1437,"Census Tract 1437, Los Angeles County, California",06,037,143700,32,1914,26,0.01,2314,42,0.02
06037143800,14000US06037143800,Census Tract 1438,"Census Tract 1438, Los Angeles County, California",06,037,143800,32,2471,199,0.08,3517,262,0.07
06037143901,14000US06037143901,Census Tract 1439.01,"Census Tract 1439.01, Los Angeles County, California",06,037,143901,35,1587,65,0.04,1977,13,0.01
06037143902,14000US06037143902,Census Tract 1439.02,"Census Tract 1439.02, Los Angeles County, California",06,037,143902,32,1303,76,0.06,1657,107,0.06
06037181000,14000US06037181000,Census Tract 1810,"Census Tract 1810, Los Angeles County, California",06,037,181000,33,2250,170,0.08,2975,89,0.03
06037181300,14000US06037181300,Census Tract 1813,"Census Tract 1813, Los Angeles County, California",06,037,181300,30,1347,38,0.03,2189,57,0.03
06037181400,14000US06037181400,Census Tract 1814,"Census Tract 1814, Los Angeles County, California",06,037,181400,28,1585,105,0.07,2304,94,0.04
06037181500,14000US06037181500,Census Tract 1815,"Census Tract 1815, Los Angeles County, California",06,037,181500,31,1420,80,0.06,2079,80,0.04
06037181600,14000US06037181600,Census Tract 1816,"Census Tract 1816, Los Angeles County, California",06,037,181600,25,1000,31,0.03,2145,127,0.06
06037183101,14000US06037183101,Census Tract 1831.01,"Census Tract 1831.01, Los Angeles County, California",06,037,183101,32,1319,59,0.04,1744,149,0.09
06037183103,14000US06037183103,Census Tract 1831.03,"Census Tract 1831.03, Los Angeles County, California",06,037,183103,35,1462,51,0.03,2296,354,0.15
06037183104,14000US06037183104,Census Tract 1831.04,"Census Tract 1831.04, Los Angeles County, California",06,037,183104,35,772,37,0.05,1119,24,0.02
06037183220,14000US06037183220,Census Tract 1832.20,"Census Tract 1832.20, Los Angeles County, California",06,037,183220,40,1167,120,0.1,2059,254,0.12
06037183221,14000US06037183221,Census Tract 1832.21,"Census Tract 1832.21, Los Angeles County, California",06,037,183221,30,1051,92,0.09,1753,82,0.05
06037183222,14000US06037183222,Census Tract 1832.22,"Census Tract 1832.22, Los Angeles County, California",06,037,183222,32,1290,101,0.08,1657,50,0.03
06037183300,14000US06037183300,Census Tract 1833,"Census Tract 1833, Los Angeles County, California",06,037,183300,30,989,47,0.05,1690,100,0.06
06037183401,14000US06037183401,Census Tract 1834.01,"Census Tract 1834.01, Los Angeles County, California",06,037,183401,33,798,56,0.07,1190,64,0.05
06037183402,14000US06037183402,Census Tract 1834.02,"Census Tract 1834.02, Los Angeles County, California",06,037,183402,24,927,49,0.05,1505,25,0.02
06037183510,14000US06037183510,Census Tract 1835.10,"Census Tract 1835.10, Los Angeles County, California",06,037,183510,33,774,52,0.07,1291,58,0.04
06037183520,14000US06037183520,Census Tract 1835.20,"Census Tract 1835.20, Los Angeles County, California",06,037,183520,31,1101,147,0.13,1501,148,0.10
06037183610,14000US06037183610,Census Tract 1836.10,"Census Tract 1836.10, Los Angeles County, California",06,037,183610,32,1011,59,0.06,1546,247,0.16
06037183620,14000US06037183620,Census Tract 1836.20,"Census Tract 1836.20, Los Angeles County, California",06,037,183620,30,987,103,0.1,1550,200,0.13
06037183701,14000US06037183701,Census Tract 1837.01,"Census Tract 1837.01, Los Angeles County, California",06,037,183701,36,1367,186,0.14,2207,530,0.24
06037183702,14000US06037183702,Census Tract 1837.02,"Census Tract 1837.02, Los Angeles County, California",06,037,183702,32,1073,83,0.08,1496,62,0.04
06037183810,14000US06037183810,Census Tract 1838.10,"Census Tract 1838.10, Los Angeles County, California",06,037,183810,31,1361,261,0.19,2048,490,0.24
06037183820,14000US06037183820,Census Tract 1838.20,"Census Tract 1838.20, Los Angeles County, California",06,037,183820,33,1116,137,0.12,1854,241,0.13
06037185100,14000US06037185100,Census Tract 1851,"Census Tract 1851, Los Angeles County, California",06,037,185100,35,2195,112,0.05,3863,429,0.11
06037185202,14000US06037185202,Census Tract 1852.02,"Census Tract 1852.02, Los Angeles County, California",06,037,185202,32,1386,81,0.06,2052,210,0.10
06037185203,14000US06037185203,Census Tract 1852.03,"Census Tract 1852.03, Los Angeles County, California",06,037,185203,32,950,89,0.09,1726,149,0.09
06037185204,14000US06037185204,Census Tract 1852.04,"Census Tract 1852.04, Los Angeles County, California",06,037,185204,37,738,6,0.01,1046,17,0.02
06037185310,14000US06037185310,Census Tract 1853.10,"Census Tract 1853.10, Los Angeles County, California",06,037,185310,34,823,71,0.09,1366,194,0.14
06037185320,14000US06037185320,Census Tract 1853.20,"Census Tract 1853.20, Los Angeles County, California",06,037,185320,31,832,116,0.14,1351,116,0.09
06037186100,14000US06037186100,Census Tract 1861,"Census Tract 1861, Los Angeles County, California",06,037,186100,36,1864,91,0.05,2733,30,0.01
06037186201,14000US06037186201,Census Tract 1862.01,"Census Tract 1862.01, Los Angeles County, California",06,037,186201,37,1220,274,0.22,1707,236,0.14
06037186202,14000US06037186202,Census Tract 1862.02,"Census Tract 1862.02, Los Angeles County, California",06,037,186202,36,680,15,0.02,1023,77,0.08
06037186203,14000US06037186203,Census Tract 1862.03,"Census Tract 1862.03, Los Angeles County, California",06,037,186203,32,1073,22,0.02,1787,14,0.01
06037186301,14000US06037186301,Census Tract 1863.01,"Census Tract 1863.01, Los Angeles County, California",06,037,186301,31,890,59,0.07,1482,186,0.13
06037186302,14000US06037186302,Census Tract 1863.02,"Census Tract 1863.02, Los Angeles County, California",06,037,186302,32,1872,89,0.05,2784,142,0.05
06037186401,14000US06037186401,Census Tract 1864.01,"Census Tract 1864.01, Los Angeles County, California",06,037,186401,34,947,161,0.17,1605,248,0.15
06037186403,14000US06037186403,Census Tract 1864.03,"Census Tract 1864.03, Los Angeles County, California",06,037,186403,29,848,148,0.17,1200,96,0.08
06037186404,14000US06037186404,Census Tract 1864.04,"Census Tract 1864.04, Los Angeles County, California",06,037,186404,30,785,50,0.06,1414,107,0.08
06037187101,14000US06037187101,Census Tract 1871.01,"Census Tract 1871.01, Los Angeles County, California",06,037,187101,31,1159,94,0.08,1665,70,0.04
06037187102,14000US06037187102,Census Tract 1871.02,"Census Tract 1871.02, Los Angeles County, California",06,037,187102,32,1278,91,0.07,1673,111,0.07
06037187200,14000US06037187200,Census Tract 1872,"Census Tract 1872, Los Angeles County, California",06,037,187200,30,891,45,0.05,1560,53,0.03
06037187300,14000US06037187300,Census Tract 1873,"Census Tract 1873, Los Angeles County, California",06,037,187300,29,1510,15,0.01,2141,46,0.02
06037188100,14000US06037188100,Census Tract 1881,"Census Tract 1881, Los Angeles County, California",06,037,188100,29,1676,160,0.1,2327,189,0.08
06037188201,14000US06037188201,Census Tract 1882.01,"Census Tract 1882.01, Los Angeles County, California",06,037,188201,31,1857,25,0.01,2448,81,0.03
06037188202,14000US06037188202,Census Tract 1882.02,"Census Tract 1882.02, Los Angeles County, California",06,037,188202,31,1129,31,0.03,1456,86,0.06
06037188300,14000US06037188300,Census Tract 1883,"Census Tract 1883, Los Angeles County, California",06,037,188300,38,1425,49,0.03,2156,75,0.03
06037189101,14000US06037189101,Census Tract 1891.01,"Census Tract 1891.01, Los Angeles County, California",06,037,189101,30,1309,138,0.11,1524,49,0.03
06037189102,14000US06037189102,Census Tract 1891.02,"Census Tract 1891.02, Los Angeles County, California",06,037,189102,29,1926,126,0.07,2291,74,0.03
06037189201,14000US06037189201,Census Tract 1892.01,"Census Tract 1892.01, Los Angeles County, California",06,037,189201,30,2015,418,0.21,1963,218,0.11
06037189202,14000US06037189202,Census Tract 1892.02,"Census Tract 1892.02, Los Angeles County, California",06,037,189202,29,1096,49,0.04,1213,57,0.05
06037189300,14000US06037189300,Census Tract 1893,"Census Tract 1893, Los Angeles County, California",06,037,189300,30,1225,57,0.05,1648,54,0.03
06037189400,14000US06037189400,Census Tract 1894,"Census Tract 1894, Los Angeles County, California",06,037,189400,32,1645,21,0.01,2065,20,0.01
06037189500,14000US06037189500,Census Tract 1895,"Census Tract 1895, Los Angeles County, California",06,037,189500,28,2696,389,0.14,2647,125,0.05
06037189600,14000US06037189600,Census Tract 1896,"Census Tract 1896, Los Angeles County, California",06,037,189600,25,2017,186,0.09,2737,239,0.09
06037189701,14000US06037189701,Census Tract 1897.01,"Census Tract 1897.01, Los Angeles County, California",06,037,189701,32,1691,39,0.02,1811,60,0.03
06037189702,14000US06037189702,Census Tract 1897.02,"Census Tract 1897.02, Los Angeles County, California",06,037,189702,34,1239,140,0.11,1118,129,0.12
06037189800,14000US06037189800,Census Tract 1898,"Census Tract 1898, Los Angeles County, California",06,037,189800,31,2303,206,0.09,2427,120,0.05
06037189902,14000US06037189902,Census Tract 1899.02,"Census Tract 1899.02, Los Angeles County, California",06,037,189902,32,3025,297,0.1,3712,280,0.08
06037189903,14000US06037189903,Census Tract 1899.03,"Census Tract 1899.03, Los Angeles County, California",06,037,189903,27,1487,119,0.08,1487,125,0.08
06037189904,14000US06037189904,Census Tract 1899.04,"Census Tract 1899.04, Los Angeles County, California",06,037,189904,27,1505,233,0.15,1711,154,0.09
06037189905,14000US06037189905,Census Tract 1899.05,"Census Tract 1899.05, Los Angeles County, California",06,037,189905,34,1471,187,0.13,1601,81,0.05
06037190100,14000US06037190100,Census Tract 1901,"Census Tract 1901, Los Angeles County, California",06,037,190100,35,2770,514,0.19,2998,338,0.11
06037190201,14000US06037190201,Census Tract 1902.01,"Census Tract 1902.01, Los Angeles County, California",06,037,190201,33,1278,683,0.53,1157,193,0.17
06037190202,14000US06037190202,Census Tract 1902.02,"Census Tract 1902.02, Los Angeles County, California",06,037,190202,30,2296,594,0.26,2329,268,0.12
06037190301,14000US06037190301,Census Tract 1903.01,"Census Tract 1903.01, Los Angeles County, California",06,037,190301,28,2865,675,0.24,3539,367,0.10
06037190401,14000US06037190401,Census Tract 1904.01,"Census Tract 1904.01, Los Angeles County, California",06,037,190401,26,1752,397,0.23,1814,220,0.12
06037190402,14000US06037190402,Census Tract 1904.02,"Census Tract 1904.02, Los Angeles County, California",06,037,190402,32,1336,382,0.29,1381,312,0.23
06037190510,14000US06037190510,Census Tract 1905.10,"Census Tract 1905.10, Los Angeles County, California",06,037,190510,31,1737,500,0.29,2398,651,0.27
06037190520,14000US06037190520,Census Tract 1905.20,"Census Tract 1905.20, Los Angeles County, California",06,037,190520,30,1623,410,0.25,2069,416,0.20
06037190700,14000US06037190700,Census Tract 1907,"Census Tract 1907, Los Angeles County, California",06,037,190700,29,1702,541,0.32,1739,150,0.09
06037190801,14000US06037190801,Census Tract 1908.01,"Census Tract 1908.01, Los Angeles County, California",06,037,190801,39,1277,355,0.28,1160,235,0.20
06037190802,14000US06037190802,Census Tract 1908.02,"Census Tract 1908.02, Los Angeles County, California",06,037,190802,28,1359,412,0.3,1706,374,0.22
06037190901,14000US06037190901,Census Tract 1909.01,"Census Tract 1909.01, Los Angeles County, California",06,037,190901,35,1481,269,0.18,2361,505,0.21
06037190902,14000US06037190902,Census Tract 1909.02,"Census Tract 1909.02, Los Angeles County, California",06,037,190902,33,1509,340,0.23,2083,219,0.11
06037191000,14000US06037191000,Census Tract 1910,"Census Tract 1910, Los Angeles County, California",06,037,191000,35,2363,438,0.19,3234,659,0.20
06037191110,14000US06037191110,Census Tract 1911.10,"Census Tract 1911.10, Los Angeles County, California",06,037,191110,25,1074,362,0.34,1841,626,0.34
06037191120,14000US06037191120,Census Tract 1911.20,"Census Tract 1911.20, Los Angeles County, California",06,037,191120,30,1579,382,0.24,2019,508,0.25
06037191201,14000US06037191201,Census Tract 1912.01,"Census Tract 1912.01, Los Angeles County, California",06,037,191201,22,1625,489,0.3,2496,406,0.16
06037191203,14000US06037191203,Census Tract 1912.03,"Census Tract 1912.03, Los Angeles County, California",06,037,191203,28,1158,385,0.33,1157,173,0.15
06037191204,14000US06037191204,Census Tract 1912.04,"Census Tract 1912.04, Los Angeles County, California",06,037,191204,35,881,139,0.16,1142,197,0.17
06037191301,14000US06037191301,Census Tract 1913.01,"Census Tract 1913.01, Los Angeles County, California",06,037,191301,33,933,239,0.26,1418,333,0.23
06037191302,14000US06037191302,Census Tract 1913.02,"Census Tract 1913.02, Los Angeles County, California",06,037,191302,32,863,235,0.27,1121,193,0.17
06037191410,14000US06037191410,Census Tract 1914.10,"Census Tract 1914.10, Los Angeles County, California",06,037,191410,35,1662,491,0.3,2451,582,0.24
06037191420,14000US06037191420,Census Tract 1914.20,"Census Tract 1914.20, Los Angeles County, California",06,037,191420,37,1172,265,0.23,2191,575,0.26
06037191500,14000US06037191500,Census Tract 1915,"Census Tract 1915, Los Angeles County, California",06,037,191500,38,1714,322,0.19,3220,836,0.26
06037191610,14000US06037191610,Census Tract 1916.10,"Census Tract 1916.10, Los Angeles County, California",06,037,191610,36,1436,341,0.24,2273,493,0.22
06037191620,14000US06037191620,Census Tract 1916.20,"Census Tract 1916.20, Los Angeles County, California",06,037,191620,39,1137,409,0.36,1133,377,0.33
06037191710,14000US06037191710,Census Tract 1917.10,"Census Tract 1917.10, Los Angeles County, California",06,037,191710,31,1133,339,0.3,1415,352,0.25
06037191720,14000US06037191720,Census Tract 1917.20,"Census Tract 1917.20, Los Angeles County, California",06,037,191720,36,1234,492,0.4,1723,689,0.40
06037191810,14000US06037191810,Census Tract 1918.10,"Census Tract 1918.10, Los Angeles County, California",06,037,191810,31,1230,154,0.13,1838,415,0.23
06037191820,14000US06037191820,Census Tract 1918.20,"Census Tract 1918.20, Los Angeles County, California",06,037,191820,37,1352,174,0.13,2179,316,0.15
06037191901,14000US06037191901,Census Tract 1919.01,"Census Tract 1919.01, Los Angeles County, California",06,037,191901,34,1663,90,0.05,1941,171,0.09
06037191902,14000US06037191902,Census Tract 1919.02,"Census Tract 1919.02, Los Angeles County, California",06,037,191902,29,1345,48,0.04,1770,34,0.02
06037192001,14000US06037192001,Census Tract 1920.01,"Census Tract 1920.01, Los Angeles County, California",06,037,192001,25,1162,161,0.14,1404,65,0.05
06037192002,14000US06037192002,Census Tract 1920.02,"Census Tract 1920.02, Los Angeles County, California",06,037,192002,29,1227,33,0.03,1659,18,0.01
06037192300,14000US06037192300,Census Tract 1923,"Census Tract 1923, Los Angeles County, California",06,037,192300,29,1378,68,0.05,1606,95,0.06
06037192410,14000US06037192410,Census Tract 1924.10,"Census Tract 1924.10, Los Angeles County, California",06,037,192410,32,1650,135,0.08,2233,109,0.05
06037192420,14000US06037192420,Census Tract 1924.20,"Census Tract 1924.20, Los Angeles County, California",06,037,192420,33,1363,137,0.1,2529,321,0.13
06037192510,14000US06037192510,Census Tract 1925.10,"Census Tract 1925.10, Los Angeles County, California",06,037,192510,28,1247,164,0.13,1956,154,0.08
06037192520,14000US06037192520,Census Tract 1925.20,"Census Tract 1925.20, Los Angeles County, California",06,037,192520,34,1539,230,0.15,2850,803,0.28
06037192610,14000US06037192610,Census Tract 1926.10,"Census Tract 1926.10, Los Angeles County, California",06,037,192610,35,1406,368,0.26,2215,645,0.29
06037192620,14000US06037192620,Census Tract 1926.20,"Census Tract 1926.20, Los Angeles County, California",06,037,192620,34,1150,253,0.22,1797,561,0.31
06037192700,14000US06037192700,Census Tract 1927,"Census Tract 1927, Los Angeles County, California",06,037,192700,32,1057,140,0.13,1852,392,0.21
06037194101,14000US06037194101,Census Tract 1941.01,"Census Tract 1941.01, Los Angeles County, California",06,037,194101,26,1617,82,0.05,2075,69,0.03
06037194102,14000US06037194102,Census Tract 1941.02,"Census Tract 1941.02, Los Angeles County, California",06,037,194102,33,1553,34,0.02,1868,10,0.01
06037194200,14000US06037194200,Census Tract 1942,"Census Tract 1942, Los Angeles County, California",06,037,194200,31,1541,32,0.02,2023,68,0.03
06037194300,14000US06037194300,Census Tract 1943,"Census Tract 1943, Los Angeles County, California",06,037,194300,31,1472,37,0.03,1970,32,0.02
06037194401,14000US06037194401,Census Tract 1944.01,"Census Tract 1944.01, Los Angeles County, California",06,037,194401,29,1222,159,0.13,1662,120,0.07
06037194402,14000US06037194402,Census Tract 1944.02,"Census Tract 1944.02, Los Angeles County, California",06,037,194402,26,2060,43,0.02,2851,55,0.02
06037194500,14000US06037194500,Census Tract 1945,"Census Tract 1945, Los Angeles County, California",06,037,194500,29,956,48,0.05,1067,26,0.02
06037195100,14000US06037195100,Census Tract 1951,"Census Tract 1951, Los Angeles County, California",06,037,195100,29,1999,64,0.03,2608,96,0.04
06037195201,14000US06037195201,Census Tract 1952.01,"Census Tract 1952.01, Los Angeles County, California",06,037,195201,32,1666,111,0.07,1960,27,0.01
06037195202,14000US06037195202,Census Tract 1952.02,"Census Tract 1952.02, Los Angeles County, California",06,037,195202,32,1450,19,0.01,1912,107,0.06
06037195300,14000US06037195300,Census Tract 1953,"Census Tract 1953, Los Angeles County, California",06,037,195300,32,1397,121,0.09,1869,269,0.14
06037195400,14000US06037195400,Census Tract 1954,"Census Tract 1954, Los Angeles County, California",06,037,195400,33,2243,254,0.11,3096,255,0.08
06037195500,14000US06037195500,Census Tract 1955,"Census Tract 1955, Los Angeles County, California",06,037,195500,31,2364,172,0.07,3383,41,0.01
06037195600,14000US06037195600,Census Tract 1956,"Census Tract 1956, Los Angeles County, California",06,037,195600,31,1278,138,0.11,1890,202,0.11
06037195710,14000US06037195710,Census Tract 1957.10,"Census Tract 1957.10, Los Angeles County, California",06,037,195710,32,1365,235,0.17,2082,401,0.19
06037195720,14000US06037195720,Census Tract 1957.20,"Census Tract 1957.20, Los Angeles County, California",06,037,195720,37,849,188,0.22,1173,208,0.18
06037195802,14000US06037195802,Census Tract 1958.02,"Census Tract 1958.02, Los Angeles County, California",06,037,195802,32,926,103,0.11,1475,182,0.12
06037195803,14000US06037195803,Census Tract 1958.03,"Census Tract 1958.03, Los Angeles County, California",06,037,195803,28,1166,100,0.09,1656,205,0.12
06037195804,14000US06037195804,Census Tract 1958.04,"Census Tract 1958.04, Los Angeles County, California",06,037,195804,31,991,88,0.09,1545,195,0.13
06037195901,14000US06037195901,Census Tract 1959.01,"Census Tract 1959.01, Los Angeles County, California",06,037,195901,30,1059,126,0.12,1283,141,0.11
06037195902,14000US06037195902,Census Tract 1959.02,"Census Tract 1959.02, Los Angeles County, California",06,037,195902,30,965,60,0.06,1107,69,0.06
06037195903,14000US06037195903,Census Tract 1959.03,"Census Tract 1959.03, Los Angeles County, California",06,037,195903,31,906,76,0.08,1271,121,0.10
06037197200,14000US06037197200,Census Tract 1972,"Census Tract 1972, Los Angeles County, California",06,037,197200,33,1181,139,0.12,1990,113,0.06
06037197300,14000US06037197300,Census Tract 1973,"Census Tract 1973, Los Angeles County, California",06,037,197300,29,1769,212,0.12,2807,317,0.11
06037197410,14000US06037197410,Census Tract 1974.10,"Census Tract 1974.10, Los Angeles County, California",06,037,197410,31,1711,95,0.06,2721,184,0.07
06037197420,14000US06037197420,Census Tract 1974.20,"Census Tract 1974.20, Los Angeles County, California",06,037,197420,31,1342,134,0.1,1806,198,0.11
06037197500,14000US06037197500,Census Tract 1975,"Census Tract 1975, Los Angeles County, California",06,037,197500,29,1558,262,0.17,2316,341,0.15
06037197600,14000US06037197600,Census Tract 1976,"Census Tract 1976, Los Angeles County, California",06,037,197600,25,943,54,0.06,1394,143,0.10
06037197700,14000US06037197700,Census Tract 1977,"Census Tract 1977, Los Angeles County, California",06,037,197700,31,1999,269,0.13,2786,357,0.13
06037199000,14000US06037199000,Census Tract 1990,"Census Tract 1990, Los Angeles County, California",06,037,199000,31,1619,264,0.16,2823,484,0.17
06037199110,14000US06037199110,Census Tract 1991.10,"Census Tract 1991.10, Los Angeles County, California",06,037,199110,34,725,93,0.13,1067,83,0.08
06037199120,14000US06037199120,Census Tract 1991.20,"Census Tract 1991.20, Los Angeles County, California",06,037,199120,36,1116,197,0.18,1627,228,0.14
06037199201,14000US06037199201,Census Tract 1992.01,"Census Tract 1992.01, Los Angeles County, California",06,037,199201,33,1123,355,0.32,1408,230,0.16
06037199202,14000US06037199202,Census Tract 1992.02,"Census Tract 1992.02, Los Angeles County, California",06,037,199202,31,861,72,0.08,1384,65,0.05
06037199300,14000US06037199300,Census Tract 1993,"Census Tract 1993, Los Angeles County, California",06,037,199300,35,1278,42,0.03,1996,244,0.12
06037199400,14000US06037199400,Census Tract 1994,"Census Tract 1994, Los Angeles County, California",06,037,199400,30,1316,165,0.13,2067,265,0.13
06037199700,14000US06037199700,Census Tract 1997,"Census Tract 1997, Los Angeles County, California",06,037,199700,28,1094,172,0.16,1598,67,0.04
06037199800,14000US06037199800,Census Tract 1998,"Census Tract 1998, Los Angeles County, California",06,037,199800,33,1565,333,0.21,2331,330,0.14
06037199900,14000US06037199900,Census Tract 1999,"Census Tract 1999, Los Angeles County, California",06,037,199900,32,789,207,0.26,1171,174,0.15
06037201110,14000US06037201110,Census Tract 2011.10,"Census Tract 2011.10, Los Angeles County, California",06,037,201110,30,738,93,0.13,1084,108,0.10
06037201120,14000US06037201120,Census Tract 2011.20,"Census Tract 2011.20, Los Angeles County, California",06,037,201120,34,1313,146,0.11,1742,110,0.06
06037201200,14000US06037201200,Census Tract 2012,"Census Tract 2012, Los Angeles County, California",06,037,201200,33,749,70,0.09,1243,92,0.07
06037201301,14000US06037201301,Census Tract 2013.01,"Census Tract 2013.01, Los Angeles County, California",06,037,201301,36,1108,127,0.11,1838,278,0.15
06037201302,14000US06037201302,Census Tract 2013.02,"Census Tract 2013.02, Los Angeles County, California",06,037,201302,30,1890,118,0.06,2254,52,0.02
06037201401,14000US06037201401,Census Tract 2014.01,"Census Tract 2014.01, Los Angeles County, California",06,037,201401,30,1369,179,0.13,2056,211,0.10
06037201402,14000US06037201402,Census Tract 2014.02,"Census Tract 2014.02, Los Angeles County, California",06,037,201402,33,1442,175,0.12,2369,198,0.08
